input_doc	distance	class	class_match	keyword_match	ref_match
cancer biology	5.773159728050814e-15	cancer biology	1	16	0
cancer biology	0.009320880958393563	cancer biology	1	0	0
cancer biology	0.009952620351211805	cancer biology	1	0	0
cancer biology	0.010127371498689364	cell biology	0	0	0
cancer biology	0.011853404767691034	cancer biology	1	0	0
cancer biology	0.01205569512671234	cancer biology	1	1	0
cancer biology	0.013230431601567672	cancer biology	1	0	0
cancer biology	0.014214637583046974	cell biology	0	0	0
cancer biology	0.014723905359284584	cancer biology	1	0	0
cancer biology	0.014879991323310193	cancer biology	1	1	0
cancer biology	0.015005036905606506	physiology	0	0	0
cancer biology	0.015232858613924427	cancer biology	1	0	0
cancer biology	0.016287055075371426	pharmacology and toxicology	0	0	0
cancer biology	0.0163314466905089	cancer biology	1	0	0
cancer biology	0.01657676018997789	cancer biology	1	0	0
cancer biology	0.016921176868445298	cell biology	0	1	0
cancer biology	0.017588047078349822	cell biology	0	1	0
cancer biology	0.01826587287911907	cancer biology	1	0	0
cancer biology	0.018415202034641753	cancer biology	1	0	0
cancer biology	0.018561832536796108	molecular biology	0	0	0
cancer biology	0.018717345186201495	cell biology	0	0	0
cancer biology	0.019244521918461044	cancer biology	1	0	0
cancer biology	0.01973611466787739	cell biology	0	0	0
cancer biology	0.019745715004105713	cancer biology	1	0	0
cancer biology	0.019923174664275844	cancer biology	1	0	0
cancer biology	0.020265650325404616	cell biology	0	0	0
cancer biology	0.0205996381220499	biochemistry	0	0	0
cancer biology	0.02212000647903123	cancer biology	1	0	0
cancer biology	0.022485807726538187	cancer biology	1	0	0
cancer biology	0.022558029285536185	cell biology	0	1	0
cancer biology	0.02261848195243854	cancer biology	1	0	0
cancer biology	0.02289795212641399	developmental biology	0	0	0
cancer biology	0.02321121368743717	cancer biology	1	0	0
cancer biology	0.02369449991225636	cancer biology	1	1	0
cancer biology	0.02380023647457885	cancer biology	1	0	0
cancer biology	0.024577158074805316	cancer biology	1	0	0
cancer biology	0.024637197738795802	pharmacology and toxicology	0	0	0
cancer biology	0.025261834073078693	cancer biology	1	0	0
cancer biology	0.025345690897370488	cancer biology	1	0	0
cancer biology	0.025596572533450934	cell biology	0	3	0
